movieId,tmdbId,original_title,description
2411,1374.0,Rocky IV,Rocky must come out of retirement to battle a gargantuan Soviet fighter named Drago who brutally punished Rockys friend and former rival Apollo Creed  Seeking revenge in the name of his fallen comrade and his country Rocky agrees to fight Drago in Moscow on Christmas and the bout changes both fighters  and the world  Hes facing the ultimate challenge  And fighting for his life  Action Drama en
2412,1375.0,Rocky V,A lifetime of taking shots has ended Rockys career and a crooked accountant has left him broke  Inspired by the memory of his trainer however Rocky finds glory in training and takes on an upandcoming boxer  Go for it Action Drama en
2413,15196.0,Clue,Clue finds six colorful dinner guests gathered at the mansion of their host Mr  Boddy  who turns up dead after his secret is exposed He was blackmailing all of them  With the killer among them the guests and Boddys chatty butler must suss out the culprit before the body count rises  Seven Suspects Six Weapons Five Bodies and Three Endings  Comedy Crime Mystery Thriller en
2414,11904.0,Young Sherlock Holmes,Sherlock Holmes and Dr  Watson meet as boys in an English Boarding school  Holmes is known for his deductive ability even as a youth amazing his classmates with his abilities  When they discover a plot to murder a series of British business men by an Egyptian cult they move to stop it  Before a lifetime of adventure they lived the adventure of a lifetime  Action Adventure Children Fantasy Mystery Thriller en
2415,215875.0,Violets Are Blue,After fifteen years of traveling around the world Gussie Spacek a famous photographer returns to the Maryland coastal resort where she grew up  Drama Romance en
2416,15596.0,Back to School,Selfmade millionaire Thornton Melon decides to get a better education and enrolls at his son Jasons college  While Jason tries to fit in with his fellow students Thornton struggles to gain his sons respect giving way to hilarious antics  Registration starts Friday June 13 at theaters everywhere  Comedy en
2417,13818.0,Heartburn,Rachel is a food writer at a New York magazine who meets Washington columnist Mark at a wedding and ends up falling in love with him despite her reservations about marriage  They buy a house have a daughter and Rachel thinks they are living happily ever after until she discovers that Mark is having an affair while she is waddling around with a second pregnancy   Comedy Drama en
2418,29968.0,Nothing in Common,On his way up the corporate ladder David Basner confronts his greatest challenge his father  Its a comedy  And a drama  Just like life  Comedy en
2419,44326.0,Extremities,A woman escapes from the man who is about to rape her but leaves her purse behind  Afraid that her attacker might come after her she goes to the police but with no proof of the incident they can do nothing  In fact the man does use the information in her bag and comes to her apartment with the intent of rape but she sprays him in the face with insect repellent and then holds him captive  She is then faced with deciding whether to go to the police who might not believe her and release him or to kill him  When fear made her a victim she turned fear into a weapon  Drama Thriller en
2420,1885.0,The Karate Kid,Hassled by the school bullies Daniel LaRusso has his share of adolescent woes  Luckily his apartment building houses a resident martial arts master Kesuke Miyagi who agrees to train Daniel     and ends up teaching him much more than selfdefense  Armed with newfound confidence skill and wisdom Daniel ultimately faces off against his tormentors in this hugely popular classic underdog tale  Only the Old One could teach him the secrets of the masters  Drama en
2421,8856.0,"The Karate Kid, Part II",Mr  Miyagi and Daniel take a trip to Okinawa to visit Mr  Miyagis dying father  After arriving Mr  Miyagi finds he still has feelings for an old love  This stirs up trouble with an old rival who he originally left Okinawa to avoid  In the mean time Daniel encounters a new love and also makes some enemies  This time the combat is real  Action Adventure Drama en
2422,10495.0,"The Karate Kid, Part III",Kreese his life in tatters after his karate school was defeated by Daniel and Mr  Miyagi visits Terry a friend from Vietnam  Terry is a ruthless business man and a martial arts expert and he vows to help Kreese take revenge on Daniel and Mr  Miyagi  First it was teacher to student  Then it was father to son  Now its man to man  Action Adventure Children Drama en
2423,5825.0,National Lampoon's Christmas Vacation,Its Christmas time and the Griswolds are preparing for a family seasonal celebration but things never run smoothly for Clark his wife Ellen and their two kids  Clarks continual bad luck is worsened by his obnoxious family guests but he manages to keep going knowing that his Christmas bonus is due soon  Yule crack up  Comedy en
2424,9489.0,You've Got Mail,Book superstore magnate Joe Fox and independent book shop owner Kathleen Kelly fall in love in the anonymity of the Internet – both blissfully unaware that hes putting her out of business  Someone you pass on the street may already be the love of your life  Comedy Romance en
2425,16885.0,The General,In a twentyyear career marked by obsessive secrecy brutality and meticulous planning Cahill netted over £40 million  He was untouchable  until a bullet from an IRA hitman ended it all  The extraordinary true story of the rise and fall of the gangster Martin Cahill  Crime en
2427,8741.0,The Thin Red Line,Based on the graphic novel by James Jones The Thin Red Line tells the story of a group of men an Army Rifle company called CforCharlie who change suffer and ultimately make essential discoveries about themselves during the fierce World War II battle of Guadalcanal  It follows their journey from the surprise of an unopposed landing through the bloody and exhausting battles that follow to the ultimate departure of those who survived  A powerful frontline cast  including Sean Penn Nick Nolte Woody Harrelson and George Clooney  explodes into action in this hauntingly realistic view of military and moral chaos in the Pacific during World War II  Every man fights his own war  Action Drama War en
2428,9276.0,The Faculty,When some very creepy things start happening around school the kids at Herrington High make a chilling discovery that confirms their worst suspicions their teachers really are from another planet As mindcontrolling parasites rapidly begin spreading from the faculty to the students bodies its ultimately up to the few who are left – an unlikely collection of loners leaders nerds and jocks – to save the world from alien domination  Take me to your teacher  Horror SciFi en
2429,9822.0,Mighty Joe Young,As a child living in Africa Jill Young saw her mother killed while protecting wild gorillas from poachers led by Andrei Strasser  Now an adult Jill cares for an orphaned gorilla named Joe  who due to a genetic anomaly is 15 feet tall  When Gregg OHara arrives from California and sees the animal he convinces Jill that Joe would be safest at his wildlife refuge  But Strasser follows them to the U S  intent on capturing Joe for himself  Survival is an instinct  Action Adventure Drama Fantasy Thriller en
2431,10312.0,Patch Adams,Meet Patch Adams a doctor who doesnt look act or think like any doctor youve met before  For Patch humor is the best medicine and hes willing to do just anything to make his patients laugh  even if it means risking his own career  Laughter is contagious Comedy Drama en
2432,9441.0,Stepmom,Jackie is a divorced mother of two  Isabel is the career minded girlfriend of Jackie’s exhusband Luke forced into the role of unwelcome stepmother to their children  But when Jackie discovers she is ill both women realise they must put aside their differences to find a common ground and celebrate life to the fullest while they have the chance  Be there for the joy  Be there for the tears  Be there for each other  Drama en
2433,9422.0,A Civil Action,Jan Schlickmann is a cynical lawyer who goes out to get rid of a case only to find out it is potentially worth millions  The case becomes his obsession to the extent that he is willing to give up everything  including his career and his clients goals in order to continue the case against all odds  Justice has its price  Drama pt
2435,24525.0,Hurlyburly,Based on a play by David Rabe Hurlyburly is about the intersecting lives of several Hollywood players and wannabes whose dysfunctional personal lives are more interesting than anything theyre peddling to the studios   Drama en
2436,10368.0,Tea with Mussolini,Semiautobiographical film directed by Franco Zeffirelli telling the story of young Italian boy Lucas upbringing by a circle of English and American women before and during World War II   Comedy Drama War en
2439,31662.0,Affliction,A small town policeman must investigate a suspicious hunting accident  The investigation and other events result in his slowly disintegrating mentally   Drama en
2442,46992.0,Hilary and Jackie,The tragic story of worldrenowned cellist Jacqueline du Pré as told from the point of view of her sister flautist Hilary du PréFinzi  Two sisters  Two lives  One Love    Drama en
2443,825.0,Playing by Heart,Eleven articulate people work through affairs of the heart in L A  Paul produces Hannahs TV cooking show  Mark is dying of AIDS  Men have scalded Meredith so she rebuffs Trents charm but he persists  The trendy prolix Joan tries to pull the solitary Keenan into her orbit  An adulterous couple meet at hotels for evening sex  Hugh tells tall tales usually tragic to women in bars  If romance is a mystery theres only one way to figure it out  Drama Romance en
2445,15556.0,At First Sight,A blind man has an operation to regain his sight at the urging of his girlfriend and must deal with the changes to his life  Science gave him sight  She gave him vision  Drama en
2446,28902.0,In Dreams,Claire Cooper dreams strange things from time to time  One night she dreams about a little girl being taken away by a stranger    You dont have to sleep to dream Horror Thriller en
2447,14709.0,Varsity Blues,In smalltown Texas high school football is a religion 17yearold schoolboys carry the hopes of an entire community onto the gridiron every Friday night  When star quarterback Lance Harbor suffers an injury the Coyotes are forced to regroup under the questionable leadership of John Moxon a secondstring quarterback with a slightly irreverent approach to the game  It takes a hero to know whats worth winning  Comedy Drama en
2448,9423.0,Virus,When the crew of an American tugboat boards an abandoned Russian research vessel the alien life form aboard regards them as a virus which must be destroyed  Life on earth is in for a shock  Horror SciFi en
2450,10658.0,Howard the Duck,A scientific experiment unknowingly brings extraterrestrial life forms to the Earth through a laser beam  First is the cigar smoking drake Howard from the ducks planet  A few kids try to keep him from the greedy scientists and help him back to his planet  But then a much less friendly being arrives through the beam    You will believe that a duck can talk  Adventure Comedy SciFi en
2451,6917.0,The Gate,Three young children accidentally release a horde of nasty pintsized demons from a hole in a suburban backyard  What follows is a classic battle between good and evil as the three kids struggle to overcome a nightmarish hell that is literally taking over the Earth  Pray its not too late  Horror en
2453,24086.0,The Boy Who Could Fly,Milly and Louis and their recentlywidowed mom Charlene move to a new neighborhood  Once there they all deal with a variety of personal problems but Milly finds a friend in Eric her autistic next door neighbor  Eric has a fascination with flight and as the story progresses he exerts an enthralling force of change on all those around him  A very special love  And a very special magic  But is it real magic or just an illusion Drama Fantasy en
2454,11815.0,The Fly,In Montreal the industrial François Delambre is called late night by his sisterinlaw Helene Delambre  She tells him that she has just killed her beloved husband Andre Delambre using the press of their plant to press his head and left hand  François calls his acquaintance Inspector Charas and later the reluctant Helene is convinced to tell them what happened  She explains that Andre had invented a matter transportation apparatus and while experimenting with himself a fly entered the chamber exchanging one hand and the head with him after the transference  If she looked upon the horror her husband had become    she would scream for the rest of her life Horror Mystery SciFi en
2456,10344.0,The Fly II,Martin Brundle born of the humanfly is adopted by his fathers place of employment Bartok Inc  while the employees simply wait for his mutant chromosomes to come out of their dormant state  Like Father Like Son Horror SciFi en
2457,15698.0,Running Scared,Two streetwise Chicago cops have to shake off some rust after returning from a Key West vacation to pursue a drug dealer that nearly killed them in the past  Two of Chicagos Finest Action Comedy en
2458,2620.0,Armed and Dangerous,Dooley a cop wrongly sacked for corruption teams up with a useless defence lawyer in their new careers    as security guards  When the two are made fall guys for a robbery at a location they are guarding the pair begin to investigate corruption within the company and their union  They soon make enemies of everyone but can the unlikely duo save the day Undercover  Overdressed  And keeping you safe from the scum of the earth Comedy Crime en
2459,30497.0,The Texas Chain Saw Massacre,Five friends visiting their grandfathers house in the country are hunted and terrorized by a chainsaw wielding killer and his family of graverobbing cannibals  Who will survive and what will be left of them Horror en
2460,16337.0,The Texas Chainsaw Massacre 2,A radio host is victimized by the cannibal family as a former Texas Marshall hunts them  After a decade of silence    The buzzz is back Horror en
2462,16780.0,Texas Chainsaw Massacre: The Next Generation,Everyones favorite chainsawwielding psychopath Leatherface is back for more promnight gore and this time hes joined by his bloodthirsty family  Four stranded yet carefree teens are taken in by a backwoods family clueless of their host familys grisly habits  The terrified youths including sweet Jenny try to escape from Leatherface and his crazed clan including the bionic Vilmer  If looks could kill he wouldnt need a chainsaw  Horror en
2463,12151.0,Ruthless People,A couple cheated by a vile businessman kidnap his wife in retaliation without knowing that their enemy is delighted they did  Sam Stones wife has just been kidnapped    And he doesnt want her back Comedy en
2465,33278.0,Deadly Friend,Paul is a new kid in town with a robot named BB  He befriends Samantha and the three of them have a lot of good times together  That is until Samanthas abusive father throws her down some stairs and kills her  In an effort to save her life Paul implants BBs computer brain into Samanthas human brain  Theres no one alive wholl play with the girl next door  Horror en
2467,192.0,The Name of the Rose,14thcentury Franciscan monk William of Baskerville and his young novice arrive at a conference to find that several monks have been murdered under mysterious circumstances  To solve the crimes William must rise up against the Churchs authority and fight the shadowy conspiracy of monastery monks using only his intelligence – which is considerable  Who in the name of God is getting away with murder Crime Drama Mystery Thriller en
2468,10945.0,Jumpin' Jack Flash,Terry works for a bank and uses computers to communicate with clients all over the world  One day she gets a strange message from an unknown source  The message is coded  After decoding the message Terry becomes embroiled in an espionage ring  People are killed and Terry is chased  Throughout she remains in contact with this unknown person who needs Terry to help save his life  An Adventure In Comedy Action Comedy Romance Thriller en
2469,10013.0,Peggy Sue Got Married,Peggy Sue faints at a Highschool reunion  When she wakes up she finds herself in her own past just before she finished school  Knowing what you know now what would you do differently Comedy Drama en
2470,9671.0,Crocodile Dundee,When a New York reporter plucks crocodile hunter Dundee from the Australian Outback for a visit to the Big Apple its a clash of cultures and a recipe for goodnatured comedy as naïve Dundee negotiates the concrete jungle  Dundee proves that his instincts are quite useful in the city and adeptly handles everything from wily muggers to highsociety snoots without breaking a sweat  Theres a little of him in all of us  Adventure Comedy en
2471,9396.0,Crocodile Dundee II,Australian outback expert protects his New York love from gangsters whove followed her down under  The worlds favourite adventurer is back for more much more Action Adventure Comedy en
2472,11038.0,Tough Guys,Harry Doyle Lancaster and Archie Lang Douglas are two oldtime train robbers who held up a train in 1956 and have been incarcerated for thirty years  After serving their time they are released from jail and have to adjust to a new life of freedom  Harry and Archie realize that they still have the pizzazz when picking up their prison checks at a bank they foil a robbery attempt  Archie who spent his prison time pumping himself up easily picks up a 20yearold aerobics instructor  Harry on the other hand has to waste away his days in a nursing home  They both have festering resentments  Archie for having to endure a humiliating job as a busboy Harry for having to endure patronizing attitudes toward senior citizens  The two old pals finally go back to what they know best  After successfully robbing an armored car they decide to rob the same train that they robbed thirty years ago  Theyre Out To Teach A New World Some Old Tricks  Comedy en
2473,12278.0,Soul Man,Soul Man is a comedy film made in 1986 about a man who undergoes racial transformation with pills to qualify for an AfricanAmericanonly scholarship at Harvard Law School  It stars C  Thomas Howell Rae Dawn Chong Arye Gross James Earl Jones Leslie Nielsen and Julia LouisDreyfus  A comedy with heart and soul Comedy en
2474,11873.0,The Color of Money,Former pool hustler Fast Eddie Felson decides he wants to return to the game by taking a pupil  He meets talented but green Vincent Lauria and proposes a partnership  As they tour pool halls Eddie teaches Vincent the tricks of scamming but he eventually grows frustrated with Vincents showboat antics leading to an argument and a fallingout  Eddie takes up playing again and soon crosses paths with Vincent as an opponent  The Hustler isnt what he used to be  But he has the next best thing  A kid who is  Drama en
2475,18588.0,52 Pick-Up,Harry Mitchell is a successful Los Angeles manufacturer whose wife is running for city council  His life is turned upside down when three blackmailers confront him with a video tape of him with his young mistress and demand 100000  Fearing that the story will hurt his wifes political campaign if he goes to the police Harry pretends that he will pay the men but does not follow through  They shouldnt have blackmailed Harry Mitchell  He made them pay  in blood    Action Mystery Thriller en
2476,10015.0,Heartbreak Ridge,A hardnosed hardliving Marine gunnery sergeant clashes with his superiors and his exwife as he takes command of a spoiled recon platoon with a bad attitude     the scars run deep  Action War en
2477,12715.0,Firewalker,A pair of adventurers try to track down an ancient AztecMayanEgyptianApache horde of gold  A pair of downandout fortune hunters cash in on high adventure Adventure en
2478,8388.0,¡Three Amigos!,Three unemployed actors accept an invitation to a Mexican village to replay their bandit fighter roles unaware that it is the real thing  Theyre Down On Their Luck And Up To Their Necks In Senoritas Margaritas Banditos And Bullets Comedy Western en
2481,8129.0,My Name Is Joe,Two thirtysomethings unemployed former alcoholic Joe and community health worker Sarah start a romantic relationship in the one of the toughest Glasgow neighbourhoods   Drama Romance en
2482,1618.0,Still Crazy,In the seventies Strange Fruit were it  They lived the rock lifestyle to the max groupies drugs internal tension and an ex front man dead from an overdose  Even their demise was glamorous when lightning struck the stage during an outdoor festival  20 years on and these former rock gods they have now sunk deep into obscurity when the idea of a reunion tour is lodged in the head of Tony former keyboard player of the Fruits  Tony sets out to find his former bandmates with the help of former manager Karen to see if they can recapture the magic and give themselves a second chance  They were Strange Fruit  Some called them the greatest rock band of the 70s  They havent played together for 20 years  No wonder theyre worried about their performance  Comedy Romance en
2483,10722.0,El día de la bestia,The story revolves around a Basque Roman Catholic priest dedicated to committing as many sins as possible Angulo a death metal salesman from Carabanchel Segura and the Italian host of a TV show on the occult De Razza  These go on a literal trip through Christmastime Madrid to hunt for and prevent the reincarnation of the Antichrist  A devilishly dark comedy Adventure Comedy Thriller es
2485,10314.0,She's All That,High school hotshot Zach Siler is the envy of his peers  But his popularity declines sharply when his cheerleader girlfriend Taylor leaves him for sleazy realitytelevision star Brock Hudson  Desperate to revive his fading reputation Siler agrees to a seemingly impossible challenge  He has six weeks to gain the trust of nerdy outcast Laney Boggs  and help her to become the schools next prom queen  These two opposites attract    but EVERYONES trying to keep them apart Comedy Romance en
2488,11167.0,Peeping Tom,Loner Mark Lewis works at a film studio during the day and at night takes racy photographs of women  Also hes making a documentary on fear which involves recording the reactions of victims as he murders them  He befriends Helen the daughter of the family living in the apartment below his and he tells her vaguely about the movie he is making  She sneaks into Marks apartment to watch it and is horrified by what she sees  especially when Mark catches her  What made this the most diabolical murder weapon ever used Drama Horror Thriller en
2490,2112.0,Payback,With friends like these who needs enemies Thats the question bad guy Porter is left asking after his wife and partner steal his heist money and leave him for dead  or so they think  Five months and an endless reservoir of bitterness later Porters partners and the crooked cops on his tail learn how bad payback can be  No More Mr  Nice Guy  Action Thriller en
2491,16172.0,Simply Irresistible,After her mothers death mediocre chef Amanda Shelton is having trouble attracting customers to her familys restaurant  While shopping for ingredients she is given a magical crab by mysterious Gene OReilly  Afterward Amandas dishes suddenly become excellent inducing strong emotional reactions in everyone who eats them  Tom Bartlett who is preparing to open his own eatery tries her cooking and falls in love  Magic opened up their hearts    Love did the rest  Comedy Romance en
2492,111794.0,20 Dates,Myles is divorced in L A  He wants a love life and a film career  So he decides to go on 20 dates and find true love in front of a camera making his first feature  His patient agent Richard finds a 60000 investor the shadowy Elie  Myles starts his search sometimes telling his date shes being filmed sometimes not  Elie wants sex and titillation Myles wants it real  Myles regularly talks with his old film teacher Robert McKee who wonders if love is possible in modern life  Halfway through the 20 dates Myles meets Elisabeth shes everything he desires and she likes him  Can he finish the 20 dates satisfy Elie and complete his film without losing Elisabeth A comedy so real youll think its fiction  Comedy Romance en
2493,9524.0,Comedian Harmonists,Comedian Harmonists tells the story of a famous German male sextet five vocals and piano the Comedian Harmonists from the day they meet first in 1927 to the day in 1934 when they become banned by the upcoming Nazis because three of them are Jewish   Drama de
2494,20595.0,The Last Days,Five Jewish Hungarians now U S  citizens tell their stories before March 1944 when Nazis began to exterminate Hungarian Jews months in concentration camps and visiting childhood homes more than 50 years later  An historian a Sonderkommando a doctor who experimented on Auschwitz prisoners and US soldiers who were part of the liberation in April 1945  Everything youre about to see is true  Documentary en
2495,16306.0,La planète sauvage,Fantastic Planet tells the story of “Oms” humanlike creatures kept as domesticated pets by an alien race of blue giants called “Draags”  The story takes place on the Draags’ planet Ygam where we follow our narrator an Om called Terr from infancy to adulthood  He manages to escape enslavement from a Draag learning device used to educate the savage Oms — and begins to organise an Om revolt  A Sublime Trip to a Fine New World Animation SciFi fr
2496,11622.0,Blast from the Past,Following a bomb scare in the 1960s that locked the Webers into their bomb shelter for 35 years Adam now ventures forth into Los Angeles to obtain food and supplies for his family and a nonmutant wife for himself  Shed never met anyone like him  Hes never met anyone    Period  Comedy Romance en
2497,10207.0,Message in a Bottle,A woman finds a romantic letter in a bottle washed ashore and tracks down the author a widowed shipbuilder whose wife died tragically early  As a deep and mutual attraction blossoms the man struggles to make peace with his past so that he can move on and find happiness  A story of love lost and found  Romance en
2498,9849.0,My Favorite Martian,News producer Tim OHara gets himself fired for unwillingly compromising his bosses daughter during a live transmission  A little later he witnesses the crashing of a small Martian spacecraft realizing his onetime chance of delivering a story that will rock the earth  Since Tim took the original but scaleddown spaceship with him the Martian follows him to retrieve it  The martian has landed  There goes the neighborhood  Comedy SciFi en
2500,18892.0,Jawbreaker,3 of Reagan High Schools most popular girls pretend to kidnap their friend by shoving a jawbreaker into the victims mouth to keep her from screaming  Their plan goes awry when the girl swallows the jawbreaker choking to death  Now the leader of the pack will do anything to keep the accident a secret  Suck it and see    Comedy en
2501,13466.0,October Sky,Based on the true story of Homer Hickam a coal miners son who was inspired by the first Sputnik launch to take up rocketry against his fathers wishes and eventually became a NASA scientist  Sometimes one dream is enough to light up the whole sky  Drama en
2502,1542.0,Office Space,Three office workers strike back at their evil employers by hatching a hapless attempt to embezzle money  Work sucks  Comedy Crime en
2503,43978.0,سیب,After twelve years of imprisonment by their own parents two sisters are finally released by social workers to face the outside world for the first time   Drama fa
2504,15256.0,200 Cigarettes,A collection of twentysomethings try to cope with relationships loneliness desire and their individual neuroses  Its 1159 on New Years Eve    do you know where your date is Comedy Drama en
2505,8224.0,8MM,A small seemingly innocuous plastic reel of film leads surveillance specialist Tom Welles down an increasingly dark and frightening path  With the help of the streetwise Max he relentlessly follows a bizarre trail of evidence to determine the fate of a complete stranger  As his work turns into obsession he drifts farther and farther away from his wife family and simple life as a smalltown PI  You cant prepare for where the truth will take you  Drama Mystery Thriller en
2506,18417.0,The Other Sister,A mentally challenged girl proves herself to be every bit as capable as her perfect sister when she moves into an apartment and begins going to college  A love story for the romantically challenged  Comedy Drama Romance en
2511,1847.0,The Long Goodbye,Detective Philip Marlowe tries to help a friend who is accused of murdering his wife  Nothing says goodbye like a bullet    Crime FilmNoir en
2512,42113.0,楢山節考,In a small village in a valley everyone who reaches the age of 70 must leave the village and go to a certain mountain top to die  If anyone should refuse heshe would disgrace their family  Old Orin is 69  This winter it is her turn to go to the mountain  But first she must make sure that her eldest son Tatsuhei finds a wife  Only Time Could Change the Cruelty of Tradition… Only Their Love Could Survive It… Drama ja
2513,8913.0,Pet Sematary,Dr  Louis Creeds family moves into the country house of their dreams and discover a pet cemetery at the back of their property  The cursed burial ground deep in the woods brings the dead back to life  with minor problems  At first only the familys cat makes the return trip but an accident forces a heartbroken father to contemplate the unthinkable  Sometimes dead is better  Horror en
2514,10906.0,Pet Sematary II,The sematary is up to its old zombieraising tricks again  This time the protagonists are Jeff Matthews whose mother died in a Hollywood stage accident and Drew Gilbert a boy coping with an abusive stepfather  Raise Some Hell  Comedy Horror en
2515,25748.0,Children of the Corn II: The Final Sacrifice,Arriving in Gatlin Nebraska a newsreporter and his son get wind of a story about the youth in the town murdering their parents finds that a series of brutal murders are revealed to be worshipers of the cornstalks and try to stop them before they carry out their plans  These children are home alone too  But their parents are never coming back  Horror en
2516,25749.0,Children of the Corn III: Urban Harvest,Two young Gatlin residents are orphaned after the younger brother kills their father  The terror of Gatlin goes urban when the two boys are placed in the custody of two foster parents in the city  The younger brother takes some corn seeds along for the road and plants them in the courtyard of an abandoned warehouse bringing He Who Walks Behind the Rows to the city  An Adult Nightmare is about to show its face in the heart of a city Horror en
2517,8769.0,Christine,Geeky student Arnie Cunningham falls for Christine a rusty 1958 Plymouth Fury and becomes obsessed with restoring the classic automobile to her former glory  As the car changes so does Arnie whose newfound confidence turns to arrogance behind the wheel of his exotic beauty  Arnies girlfriend Leigh and best friend Dennis reach out to him only to be met by a Fury like no other  How do you kill something that cant possibly be alive Horror en
2518,14742.0,Night Shift,A nebbish of a morgue attendant gets shunted back to the night shift where he is shackled with an obnoxious neophyte partner who dreams of the one great idea for success  His life takes a bizarre turn when a prostitute neighbour complains about the loss of her pimp  His partner upon hearing the situation suggests that they fill that opening themselves using the morgue at night   Ever since two enterprising young men turned the City Morgue into a swinging business people have been dying to get in  Comedy en
2520,10671.0,Airport,Melodrama about a bomber on board an airplane an airport almost closed by snow and various personal problems of the people involved  The 1 novel of the year  now a motion picture Drama en
2521,27932.0,Airport 1975,Something hit us   the crew is dead   help us please please help us With these terrifying words 22 of Hollywoods greatest stars find themselves aboard a pilotless jumbo jet headed on a collision course with destruction in the nerve chilling sequel to the greatest disaster movie ever made  Something hit us    The crew is dead    Help us please please help us Action Drama Thriller en
2522,7227.0,Airport '77,Flight 23 has crashed in the Bermuda Triangle while taking VIPs and valuable art to Philip Stevens new museum  But when hijackers take off the plane and knock everyone out with sleeping gas the plane crashes in the sea  The passengers survive but a small hole at the front is flooding the plane and 2 daring rescues must be put into action because everyone is trapped 200 feet underwater  Flight 23 has crashed in the Bermuda Triangle    passengers still alive trapped underwater    Drama en
2523,10670.0,Rollercoaster,The plot is about a guile young terrorist who is able to blackmail a series of companies by placing homemade radio controlled bombs within the central attraction of amusement parks roller coasters  The young man played by Timothy Bottoms gives a hard time to the cops after they give him UV marked money  He then wants revenge and places a bomb in a roller coaster at the most important amusement park event of the year  Watch out for the Man watching the Rollercoaster Drama Thriller en
2524,5919.0,The Towering Inferno,At the opening party of a colossal  but poorly constructed  office building a massive fire breaks out that threatens to destroy the tower and everyone in it  The worlds tallest building is on fire  You are there on the 135th floor     no way down     no way out  Action Adventure Drama Thriller en
2525,33518.0,Alligator,A baby alligator is flushed down a Chicago toilet and survives by eating discarded lab rats injected with growth hormones  The now gigantic animal escapes the city sewers and goes on a rampage pursued by a cop and a biggame hunter  It lives 50 feet beneath the city  Its 36 feet long  It weighs 2000 pounds   And its about to break out Action Horror SciFi en
2526,40160.0,Meteor,After a collision with a comet a nearly 8km wide piece of the asteroid Orpheus is heading towards Earth  If it will hit it will cause a incredible catastrophe which will probably extinguish mankind  To stop the meteor NASA wants to use the illegal nuclear weapon satellite Hercules but discovers soon that it doesnt have enough fire power  Their only chance to save the world is to join forces with the USSR who have also launched such an illegal satellite  But will both governments agree Theres No Place On Earth To Hide SciFi en
2527,2362.0,Westworld,In a futuristic resort wealthy patrons can visit recreations of different time periods and experience their wildest fantasies with lifelike robots  But when Richard Benjamin opts for the wild west he gets more than he bargained for when a gunslinger robot goes berserk  Westworld    where robot men and women are programmed to serve you for    Romance    Violence    Anything Action SciFi Thriller Western en
2528,10803.0,Logan's Run,An idyllic scifi future has one major drawback All citizens get a chance of being renewed in a Civic Ceremony at their 30th birthday unless they run and escape before their time comes  The only thing you cant have in Logans world is your 30th birthday  Unless you run away  Action Adventure SciFi en
2529,871.0,Planet of the Apes,An  U S  Spaceship lands on a desolate planet stranding astronaut Taylor in a world dominated by apes 2000 years into the future who use a primitive race of humans for experimentation and sport  Soon Taylor finds himself among the hunted his life in the hands of a benevolent chimpanzee scientist  Somewhere in the Universe there must be something better than man Action Drama SciFi en
2530,1685.0,Beneath the Planet of the Apes,Astronaut Brent is sent to rescue Taylor but crash lands on the Planet of the Apes just like Taylor did in the original film  Taylor has disappeared into the Forbidden Zone so Brent and Nova try to follow and find him  He discovers a cult of humans that fear the Apes latest military movements and finds himself in the middle  Tension mounts to a climactic battle between ape and man deep in the bowels of the planet  An army of civilized apes   A fortress of radiationcrazed super humans   Earths final battle is about to begin  Beneath the atomic rubble of what was once the city of New York Action SciFi en
2531,1705.0,Battle for the Planet of the Apes,The fifth and final episode in the Planet of the Apes series  After the collapse of human civilization a community of intelligent apes led by Caesar lives in harmony with a group of humans  Gorilla General Aldo tries to cause an ape civil war and a community of human mutants who live beneath a destroyed city try to conquer those whom they perceive as enemies  All leading to the finale  The final chapter in the incredible Apes saga  The most suspenseful showdown ever filmed as two civilizations battle for the right to inherit whats left of the earth Action SciFi en
2532,1688.0,Conquest of the Planet of the Apes,In a futuristic world that has embraced ape slavery Caesar the son of the late simians Cornelius and Zira surfaces after almost twenty years of hiding out from the authorities and prepares for a slave revolt against humanity  All new The revolt of the apes  The most awesome spectacle in the annals of science fiction Action SciFi en
2533,1687.0,Escape from the Planet of the Apes,The world is shocked by the appearance of two talking chimpanzees who arrived mysteriously in a U S  spacecraft  They become the toast of society but one man believes them to be a threat to the human race  Meet baby Milo who has Washington terrified  Action SciFi en
2534,166680.0,Avalanche,The vacationers at a winter wonderland struggle to survive after an avalanche of snow crashes into their ski resort  Their holiday then turns into a game of survival  Six million tons of icy terror Action en
2535,11123.0,Earthquake,Earthquake is a 1974 American disaster film that achieved huge boxoffice success continuing the disaster film genre of the 1970s where recognizable allstar casts attempt to survive life or death situations  The plot concerns the struggle for survival after a catastrophic earthquake destroys most of the city of Los Angeles California  When the big one finally hits L A  Action Drama Thriller en
2537,31638.0,Beyond the Poseidon Adventure,After The Poseidon Adventure in which the ship got flipped over by a tidal wave the ship drifts bottomup in the sea  While the passengers are still on board waiting to be rescued two rivaling salvage parties enter the ship on search for money gold and a small amount of plutonium  Before her fate is sealed by the deep the superliner Poseidon will reveal one last secret  Adventure en
2538,113286.0,The Dancemaker,A look at Paul Taylor and his dance company over several months in 1997  Preparation of Taylors piece Piazzolla Caldera from conception and rehearsals to opening night at City Center frames the film  The troupes trip to India falls in the middle  Included are black and white footage of rehearsals and in color interviews with Taylor his dancers dance critics and scholars and those who manage the business side  There is also footage of a younger Taylor dancing and film of the troupe performing a dozen Taylor pieces  His genius his roots his method of working with dancers and his sometimes difficult nature draw the attention of those who comment   Documentary en
